age_years,sqft,rooms,bedrooms,bathrooms,pool,garage,zip_median_income,dist_transit_ft,trust_score,house_value
36.9,725,2,1,1,0,0,45258,3047,5,663301
33.8,1635,5,3,2,0,0,45703,2695,6,743058
36.8,1099,3,1,1,0,0,47372,653,6,239155
71.5,2146,5,3,2,0,0,40643,1904,5,1094691
19.5,2050,5,3,2,0,0,53819,1384,6,912686
17.3,1173,3,2,1,0,0,64623,3751,6,399548
54.7,2748,6,4,2,0,1,76991,821,6,1199254
11.5,3211,6,4,2,0,1,135481,10000,7,1360619
30.2,2255,5,3,2,0,0,52675,718,5,871429
73.7,898,2,1,1,0,0,69976,1444,9,669879
34.3,3225,9,5,4,0,1,117122,2020,9,1241557
36.5,1581,5,3,2,0,0,40000,2616,4,374806
37.8,2737,6,3,2,0,1,40000,1883,4,994962
36.8,2558,6,3,2,0,1,98120,1407,9,1132577
16.5,2274,5,3,2,0,0,80216,1017,8,853828
40.4,1868,4,2,1,0,1,45803,652,6,1100652
47.6,2355,6,4,2,0,1,91292,3674,7,1276221
9.3,5000,10,5,3,0,1,72860,4172,7,1500000
38.8,861,2,1,1,0,0,57312,2122,6,670757
8.7,3467,8,5,3,0,1,72753,2560,7,1334118
27.7,2335,5,3,2,0,1,69195,1609,6,1025858
42.5,1147,3,1,1,0,0,50653,1082,5,967309
24.3,2150,5,3,2,0,1,135985,1867,9,1168340
23.9,2307,4,2,1,0,0,93328,1475,8,981447
43.9,2742,5,3,2,0,0,54695,1573,7,949562
22.6,3050,7,4,3,0,0,40000,1312,6,1124391
54.0,1861,5,3,2,0,0,53205,2850,5,744485
27.5,1509,3,2,1,0,0,40000,1100,6,736331
31.9,848,2,1,1,0,0,71937,1151,8,614329
31.0,1344,3,2,1,0,0,56555,1468,7,655782
21.9,2014,5,3,2,0,0,77240,2143,7,1020391
44.6,1628,3,2,1,0,1,40000,1532,6,744120
68.1,1565,5,3,2,0,0,86100,1643,9,763338
54.9,2680,8,5,3,0,0,48506,1166,4,962215
24.8,2664,6,3,2,0,0,55728,2793,6,1062627
39.1,1353,5,3,2,0,0,48377,4706,5,360282
37.0,2273,5,3,1,0,0,46006,1671,4,783446
29.5,2026,5,3,2,0,1,54733,1672,7,630811
41.0,1490,2,1,1,0,0,54570,352,7,885243
50.2,2754,7,4,3,0,0,45274,3940,5,1124158
19.9,3377,8,5,3,0,0,58047,1627,6,1478860
30.5,2500,7,4,3,0,0,150181,2015,10,1074507
48.4,1907,5,3,2,0,0,48953,2025,6,625273
45.7,1409,3,2,1,0,0,54826,4854,4,680856
13.8,2450,6,3,2,0,0,64217,1979,7,1203475
83.2,1751,3,2,1,0,0,55185,748,8,554390
25.7,2789,7,3,2,0,1,40000,1984,5,1009513
35.0,1978,5,3,2,0,1,51832,1422,6,625453
22.9,3223,8,5,3,0,0,73758,2721,5,1148083
23.2,3507,8,5,3,0,1,62535,2462,6,1260383
48.5,1735,5,2,2,0,0,44612,1836,7,902296
40.1,1067,3,2,1,0,0,59862,1519,5,767926
40.9,1803,5,3,2,0,1,64782,1867,7,757260
12.1,1347,3,2,1,0,1,75780,1914,6,928127
47.6,2023,5,3,2,1,1,47979,1223,7,671329
18.7,1562,3,2,1,0,1,68131,1026,7,877181
31.0,1054,3,2,1,0,0,44808,2989,3,544217
23.1,1153,4,3,1,0,0,93274,2584,7,727016
54.4,2414,6,4,2,0,0,42040,1146,6,588169
28.9,1070,3,2,1,0,0,55902,1710,7,870830
38.2,1920,5,3,2,0,0,163219,807,10,990283
43.5,3144,8,5,3,0,1,99489,7104,6,1373057
41.9,3356,8,5,3,0,1,65928,1006,6,834407
30.4,3911,8,5,3,0,1,93797,3211,7,1421918
44.6,1720,5,3,2,0,1,62376,4322,7,625092
40.6,1094,3,1,1,0,0,118633,2715,9,496062
36.1,2201,6,4,2,0,1,61273,2154,7,840691
42.0,2227,5,3,2,0,0,65280,414,6,961258
43.9,2185,4,2,1,0,1,47803,3712,4,1151850
57.3,1904,5,3,2,0,0,109382,2199,9,1021451
38.0,1224,4,2,2,0,1,67531,2264,7,888931
29.8,939,3,2,1,0,0,68650,2871,6,626408
78.6,1978,4,2,1,0,1,79951,778,7,856620
40.8,1071,2,1,1,0,0,54239,2737,6,758760
58.8,1918,5,3,1,0,0,116556,1718,9,819565
37.4,1345,3,1,1,0,0,107302,3000,7,552371
73.6,1611,3,2,1,0,0,75809,1312,7,652486
65.3,2572,6,4,2,0,0,91129,1917,8,991996
60.1,1848,4,2,2,0,1,83826,1389,8,1108594
60.3,2174,6,4,2,0,0,40000,958,6,814841
25.1,2713,5,3,2,0,0,55076,3045,5,952704
53.9,1239,3,2,1,0,0,79764,2924,8,665067
32.0,2774,7,3,2,0,1,84169,1394,8,1297867
13.8,2513,6,4,2,0,1,88357,996,7,1370321
25.8,1408,3,2,1,0,0,40359,2412,6,933635
28.1,1582,4,2,2,0,0,62882,1032,7,760079
54.8,2599,6,4,2,0,1,60824,2266,7,972125
21.3,1797,5,3,2,0,0,108383,2534,9,1055406
31.2,1386,3,1,1,0,1,55545,3290,6,578175
52.6,1464,3,1,1,0,1,54272,567,7,772067
19.8,2333,6,4,2,0,1,105500,764,8,1313928
108.1,3046,8,5,3,0,0,40000,1720,6,1171334
63.1,2078,5,3,2,0,0,44568,2260,5,783310
79.4,3461,7,4,3,0,1,84059,1807,8,1025900
4.2,1317,5,3,2,0,0,106574,1124,10,1023826
24.2,2000,4,2,2,0,0,76238,1044,7,877220
20.3,1821,5,3,2,0,1,70030,1308,7,736362
18.0,1965,5,2,1,0,0,77145,4670,8,767331
33.8,1360,4,3,1,0,1,48706,272,4,838446
74.5,1399,4,1,1,0,0,51761,845,7,390026
44.4,4302,8,5,3,0,1,93933,698,8,1445424
23.4,2637,6,4,2,0,0,75664,1591,6,1005033
49.1,4023,9,5,3,0,0,51548,2818,6,1193830
16.4,4121,8,5,3,0,1,52436,3417,6,1311294
29.2,2914,6,4,2,0,1,94714,1951,7,1090520
50.4,3824,8,5,3,0,1,73862,1343,8,1397878
38.6,1126,3,2,1,0,0,69899,2711,6,620766
14.3,1059,2,1,1,0,0,42549,974,6,465941
82.4,2607,5,3,2,0,1,43623,1764,6,699564
55.0,2977,6,3,2,0,1,49024,1517,6,1093671
39.5,1209,2,1,1,0,1,40000,2133,5,630493
56.9,2483,5,3,2,0,1,75983,1609,7,1009933
14.0,1928,5,3,2,0,0,44111,2686,4,1068553
44.2,1665,5,3,2,0,0,40000,2623,5,655347
34.3,959,2,1,1,0,1,51604,3142,6,613339
43.3,1674,5,3,2,0,1,73385,1126,7,741257
27.8,2302,5,3,2,0,0,88319,1576,8,913709
26.8,2536,5,3,1,0,0,67058,1665,7,1108288
22.3,1612,3,2,1,0,1,40000,2716,4,756282
13.7,1323,4,2,1,0,0,47255,3500,4,720361
27.3,2683,6,4,2,0,1,40000,3941,6,1166951
21.0,2063,5,3,2,0,1,67732,1263,7,1132649
37.0,3082,6,4,2,0,0,46723,9856,5,1277101
68.3,997,3,1,1,0,0,77918,1909,6,678695
16.8,1993,6,4,2,0,1,56650,719,7,744918
55.1,2647,6,4,2,0,1,64340,1209,6,978422
12.3,3118,8,5,3,0,1,40000,2000,5,1276468
25.4,2758,6,4,2,1,0,48357,573,7,991884
35.7,1871,5,3,2,0,0,40000,1210,5,663532
26.7,1338,5,3,2,0,1,82008,1214,8,988664
44.0,1879,3,2,1,0,1,63232,4404,7,1184154
38.8,2068,4,2,1,0,0,46164,1594,7,1003329
34.9,886,2,1,1,0,0,57426,3281,5,213945
42.7,1947,4,2,2,0,0,43146,1585,6,811737
10.3,1812,4,2,1,0,0,76939,1369,6,1163008
30.5,3345,8,5,3,0,1,53223,920,7,1060384
42.7,3749,8,5,3,1,1,50767,4680,5,1434597
35.4,3920,8,5,3,0,1,50247,1159,6,1325047
26.2,2110,5,3,2,0,0,52919,2720,5,836803
32.5,2209,6,3,2,0,1,59603,1187,7,1030597
38.2,903,2,1,1,0,0,45684,1207,6,449510
29.6,1418,3,2,1,0,0,46722,3580,7,677072
43.8,2080,4,3,1,0,0,76417,1577,8,1047686
19.8,1863,5,3,2,0,0,75606,1111,7,701098
37.7,2078,5,3,2,0,0,50026,1152,6,1196231
39.8,1166,3,1,1,0,0,40000,2021,6,778575
49.8,2291,5,3,2,0,0,49702,4474,7,956466
48.4,3164,8,5,3,0,1,98152,2599,8,1307185
41.7,618,2,1,1,0,0,51958,733,5,336747
28.0,2876,6,4,2,0,1,67444,931,8,929485
16.6,1074,3,2,1,0,0,60891,3696,4,889361
30.2,1961,5,3,2,0,1,130347,1424,9,1151455
21.0,1350,3,2,1,0,1,67521,1537,6,775733
34.8,1628,5,3,2,0,0,40000,760,6,1041960
47.0,1908,5,3,2,0,1,40000,1143,5,869086
60.8,4041,9,5,4,1,1,115979,1451,9,1500000
58.3,3064,8,5,3,0,1,118112,2890,8,928924
20.0,3064,6,4,2,0,1,40000,581,7,1323573
70.2,1414,4,2,2,0,1,72101,1397,9,959657
53.0,1740,4,1,1,0,0,40000,559,6,814160
35.4,2013,5,3,2,0,1,66426,1577,8,1025965
51.9,1873,4,2,1,0,1,122986,3998,7,793266
31.0,1059,3,1,1,0,0,130184,1646,10,943628
67.0,1782,5,3,2,0,0,63266,2420,6,803368
26.0,751,2,1,1,0,0,75194,1193,8,671302
29.1,2603,6,4,2,0,1,62216,2113,8,974805
90.8,2024,5,3,1,0,0,79390,924,7,882171
40.3,1777,4,2,1,0,0,53550,2146,5,891261
9.7,1330,4,2,1,0,1,40133,6382,3,823737
38.7,1318,2,1,1,0,0,44869,5020,4,719560
101.9,1918,6,4,2,0,1,82469,871,8,712754
79.4,889,2,1,1,0,0,78497,1895,5,546985
65.0,1490,3,2,1,0,1,52016,2991,6,942732
23.0,2554,8,5,3,0,0,57582,1461,7,837709
54.4,1564,5,3,2,0,1,42961,781,6,879896
44.5,3272,8,5,3,0,0,65137,2268,6,1036385
28.7,3953,8,5,3,0,0,52773,2479,6,1338075
15.3,750,2,1,1,0,0,56860,1399,5,962547
15.5,1853,5,3,2,0,0,51066,2869,6,625463
32.6,2448,5,3,2,0,1,65788,738,8,1058914
44.2,1231,4,2,2,0,0,86441,2553,8,948564
36.0,1787,3,2,1,0,0,77889,2742,7,852219
29.2,2209,5,3,2,0,1,51252,1578,5,786078
10.9,2865,6,4,2,0,0,61850,1473,7,1098387
43.0,2487,7,4,3,0,1,44053,1041,6,1217394
21.1,1432,5,3,2,0,0,74131,1195,7,744135
39.6,2781,7,4,3,0,1,68906,2869,5,896227
15.5,2707,8,5,3,0,0,55477,2130,6,1204099
17.4,1645,3,2,1,0,1,74028,1987,9,849199
62.1,1612,4,2,1,0,1,81034,2281,8,651009
26.8,1650,3,2,1,0,1,108781,838,9,929380
51.2,2696,8,5,3,0,1,51022,4205,6,1145075
25.6,1172,4,3,1,0,0,61416,677,7,569154
92.6,1069,5,3,2,0,0,80183,1719,8,691612
71.9,1181,5,2,1,0,1,69658,2871,6,740507
25.3,858,3,2,1,0,0,59619,1107,5,809481
53.3,2442,7,4,3,0,0,47971,1900,8,546360
21.0,2107,4,3,1,0,1,68637,3490,6,927256
74.4,1908,5,3,2,0,1,54386,1471,7,889264
36.3,2806,8,5,3,0,0,40000,3249,5,1272558
54.7,1124,3,1,1,0,0,77894,6397,6,520998
44.9,2266,5,3,2,0,1,135679,1006,10,1101963
31.2,880,2,1,1,0,0,45392,3641,6,930626
42.5,1621,3,1,1,0,0,97234,2970,7,776986
34.3,2641,7,4,3,0,0,40000,2695,5,1116397
20.0,2769,7,4,3,0,0,46630,2267,6,906453
45.3,2382,5,3,2,0,0,67379,3706,5,917753
45.1,2329,5,3,2,0,1,62857,1236,8,1101153
20.8,3296,8,5,3,0,1,70158,677,8,995887
23.5,2908,8,5,3,0,1,51933,3677,7,1080972
48.1,2027,5,3,2,0,0,67308,1041,7,825135
26.4,1650,3,2,1,0,0,69293,544,8,636106
18.4,2673,6,4,2,0,0,65679,1720,7,1500000
26.7,1297,3,1,1,0,0,42599,1746,6,626565
58.0,1294,3,2,1,0,0,92417,2974,8,640046
25.8,3399,8,5,3,0,1,50769,2182,4,1260274
75.8,1525,4,2,2,0,0,52624,959,6,846785
58.0,3276,8,5,3,0,0,59149,539,7,1300836
24.7,1683,5,3,2,0,1,59872,434,6,918521
19.5,1718,4,2,1,0,0,40000,2086,6,773168
104.5,2688,6,3,2,0,0,106073,2398,9,1238345
46.5,1783,3,2,1,0,0,127857,776,9,878965
26.7,1470,3,2,1,0,0,48932,1937,6,758146
54.2,2572,6,4,2,0,0,58041,1903,6,895462
38.6,810,2,1,1,0,0,101939,2118,8,627486
19.7,2021,7,4,3,0,0,124840,2460,10,1049603
41.8,1382,4,2,2,0,0,71663,4932,5,950895
34.1,2909,7,4,3,0,0,68718,2836,6,1127059
52.1,3074,6,4,2,0,1,53529,2908,6,1241732
23.3,799,2,1,1,0,0,56036,1416,7,595294
22.4,2274,6,3,2,0,0,85173,2404,10,981027
49.1,2769,5,3,2,0,1,40000,822,5,1302116
37.9,2068,5,2,1,0,0,78426,1487,9,929111
21.1,1519,3,1,1,0,0,47615,1846,5,534010
53.1,3014,7,4,3,0,1,54133,7901,5,1084648
65.5,2088,5,3,2,0,0,60254,881,5,805972
50.6,3732,8,5,3,0,1,54185,1821,6,1255778
40.5,1660,5,3,2,0,1,40000,1835,5,781229
53.1,2632,5,3,2,0,0,51413,2136,5,1136213
53.5,3216,7,5,2,0,1,61364,1389,7,1034437
91.6,1254,3,2,1,0,0,116144,1270,8,753175
29.6,1309,3,2,1,0,0,69522,5530,7,1037618
51.2,1984,3,2,1,0,1,60618,459,6,963183
81.4,1467,5,3,2,0,0,107785,1062,10,623505
41.1,2471,6,4,2,0,1,40000,1173,6,953253
8.7,1532,5,3,2,0,0,46872,487,8,784342
30.2,2671,8,5,3,0,1,77369,6294,6,994879
10.9,2146,4,2,1,0,0,40000,2931,5,996259
97.1,1684,4,2,1,0,1,66122,1072,8,807721
46.6,1359,5,3,2,0,0,84708,1610,6,688052
18.4,2156,5,3,2,0,0,62631,4033,5,987841
23.4,2234,5,3,2,0,1,84057,1210,6,1140529
19.9,1259,3,2,1,0,0,40000,1414,7,561280
21.5,1976,4,2,2,0,0,46980,548,6,863616
28.8,2350,7,4,3,0,0,52502,1124,8,748956
44.9,1674,5,3,2,0,1,60583,2591,6,856049
40.2,3317,8,5,3,0,1,63279,2406,7,1213641
27.6,2019,5,3,2,0,1,48119,1013,6,1128061
29.0,1749,3,2,1,0,0,46575,928,7,909878
32.2,2323,5,3,2,0,0,135784,2388,10,1135336
17.9,995,3,2,1,0,0,62329,1910,8,889411
43.3,2483,6,4,2,0,0,95614,6812,6,857304
28.2,3184,8,5,3,0,1,100182,360,9,1198796
21.1,1559,4,2,2,0,0,46594,1036,5,1082510
80.8,2564,6,4,2,0,0,51712,1699,5,766901
14.0,1973,4,2,1,0,1,53392,961,7,784311
29.0,961,4,2,2,0,0,51722,1109,6,693055
38.2,2041,5,3,2,0,1,40000,1830,5,773929
38.5,1559,5,3,2,0,0,56475,1206,7,828491
36.7,3065,6,4,2,0,0,43415,900,6,1114569
35.6,1812,5,3,2,1,0,79563,282,9,909630
22.3,1506,4,3,1,0,0,85626,1402,7,722507
54.4,1584,3,2,1,0,0,87694,1484,7,956123
28.3,1773,4,2,1,0,0,75086,2134,8,1141694
16.8,5000,10,5,3,0,0,48876,3979,4,1449137
94.9,2559,7,4,3,0,0,53546,809,6,913591
23.5,2546,7,4,3,0,1,103631,1763,9,936225
17.7,2110,6,4,2,0,1,123872,1519,9,1210913
33.4,4309,8,5,3,0,1,104225,498,9,1500000
20.2,1589,5,2,1,0,0,53990,1006,7,846365
71.0,1697,5,2,1,0,0,63995,3824,7,881721
33.1,2719,6,4,2,1,1,45216,1040,6,1192628
34.7,1940,5,3,2,0,1,63517,1299,7,831164
42.5,1741,5,3,2,0,1,70604,4070,5,1120778
53.5,1562,4,2,2,1,0,61809,572,6,791459
68.6,2956,6,4,2,0,1,73452,2085,7,1314121
57.9,1815,5,3,2,0,1,40000,1063,7,996129
73.0,2299,6,2,1,0,1,60329,2444,5,1017103
30.4,1789,5,3,2,0,0,55271,1449,7,1122851
44.0,1142,2,1,1,0,1,110357,3890,8,857450
20.6,2634,6,4,2,0,0,40000,1485,5,913278
10.5,1235,3,2,1,0,0,47044,746,5,493507
39.7,1073,2,1,1,0,0,51610,1128,5,768335
28.7,1809,4,2,2,0,1,43759,1559,6,745804
70.4,2540,7,4,3,0,1,42542,2365,7,1178184
51.0,2704,7,4,3,0,1,78323,486,9,1185569
34.8,4297,9,5,3,0,1,148692,448,10,1323327
16.4,2150,5,3,2,0,0,71322,2084,5,1160965
14.5,1449,4,2,2,0,1,40000,1838,5,1167143
53.8,1009,4,2,2,0,0,108650,2305,8,917207
24.1,1883,4,2,1,1,0,62511,2192,7,906730
18.8,2831,6,4,2,0,0,44429,2131,7,967791
30.0,1213,3,2,1,0,0,40000,1023,5,991459
31.5,2479,6,4,2,0,1,58789,518,6,1107473
32.5,2279,5,3,2,0,0,40589,2220,5,952575
43.5,1915,4,2,2,0,1,79742,910,8,1156381
24.3,3554,8,5,3,0,0,58310,1471,6,1082013
26.8,2336,5,3,2,0,0,40000,2205,5,793654
67.2,3055,9,5,4,0,0,40000,1938,6,804135
50.0,2502,6,4,2,0,1,106715,562,10,1150503
52.2,1143,3,2,1,0,0,84355,1872,9,659899
24.7,2106,7,4,3,0,0,51496,3073,4,618030
44.4,2038,5,2,1,0,1,60436,3012,6,842504
35.8,1912,5,3,2,0,0,53720,931,7,787566
41.7,2865,5,3,2,0,0,73510,1207,7,901532
30.2,3805,8,5,3,0,1,40000,3286,5,894226
37.8,2144,7,4,3,0,0,50582,2485,6,854560
30.9,4016,8,5,3,0,0,40000,987,6,1349398
13.8,2137,5,3,2,0,1,69043,5733,6,1356217
45.5,1120,3,2,1,0,1,111955,1356,8,551441
63.8,2102,5,3,2,0,0,83442,2469,9,776852
22.8,2538,6,4,2,0,1,76435,2426,7,793025
43.4,1990,5,3,2,0,1,51261,1642,6,1255209
48.9,1274,3,2,1,0,0,40000,864,4,626389
35.7,2377,4,3,1,0,0,61665,1931,7,1224378
17.6,1658,3,2,1,0,0,40000,3047,6,1040753
38.8,3068,7,4,3,0,1,82503,1322,7,1218336
94.7,4331,9,5,4,0,0,104106,775,8,1500000
33.3,1685,3,2,1,0,1,104199,1792,8,929393
8.9,2221,5,2,1,0,0,40000,906,4,980549
57.0,2488,5,3,2,0,1,60836,1342,6,1244838
49.6,3189,8,5,3,0,1,43329,3281,4,1243505
4.6,2317,5,3,2,0,0,98931,1884,9,1415450
56.4,1889,5,2,1,0,0,94403,2332,6,947676
51.8,1645,5,3,2,0,0,71925,1380,7,565034
35.9,1615,3,2,1,0,0,61508,758,7,866721
38.7,1972,5,3,2,0,1,74923,453,8,748382
12.2,1830,5,3,2,0,0,61907,2354,8,958170
21.9,2824,7,4,3,0,1,43252,5024,4,1252639
98.9,1385,3,2,1,0,1,78335,2818,6,346609
19.3,1691,7,4,3,0,0,46147,2976,4,836153
63.7,2263,5,3,2,0,0,40000,611,5,956480
47.6,1733,4,2,1,0,0,40000,1600,7,964341
30.7,1666,5,2,1,0,0,40000,1110,6,918073
35.2,1220,5,3,2,0,0,87102,1890,7,793291
81.1,2871,6,4,2,0,1,63316,2528,7,1210170
34.5,1677,4,3,1,0,1,46322,3844,5,952222
19.7,2284,5,3,2,0,0,73827,1518,8,982788
90.8,1209,2,1,1,1,0,62827,3058,4,914477
43.4,2460,6,3,2,0,1,103418,1265,7,757799
22.0,1333,4,2,2,0,0,57572,2340,7,643007
18.2,1582,5,3,2,0,0,85531,2639,7,996783
30.2,2701,7,4,3,0,1,104934,5031,8,1165604
53.8,2089,5,3,2,0,1,51080,1633,6,1143666
20.5,2977,7,4,3,0,1,45195,1324,5,1236648
43.2,1644,4,1,1,0,0,40000,7123,4,781810
20.9,1912,5,3,2,0,0,58561,981,7,1035766
35.7,1749,3,1,1,0,0,41934,1205,6,758594
52.0,2362,5,3,2,0,1,40000,1360,8,1191010
19.4,1350,2,1,1,0,1,112982,1383,9,777854
21.4,2214,6,4,2,1,0,74924,2191,7,911837
77.6,1846,5,3,2,0,0,52682,1820,6,944553
70.0,1436,4,2,2,0,0,127241,1509,10,651244
50.8,3523,8,5,3,0,1,74971,2293,8,1473940
25.5,2283,6,3,1,0,0,109644,2117,9,1010978
31.8,1748,5,3,2,0,1,50593,1631,5,853337
33.4,1697,4,3,1,0,0,55339,3178,6,970608
34.3,1899,3,2,1,0,0,67987,2935,5,929764
16.4,1808,5,3,2,0,0,52757,655,7,783685
47.5,1302,3,2,1,0,0,55144,1182,7,898401
24.2,1669,3,2,1,0,0,56210,2988,6,637950
17.5,2626,6,3,2,0,0,40000,4935,6,1182144
42.4,2273,7,4,3,0,1,109745,2668,7,1198534
18.0,1396,4,2,1,0,0,73977,834,8,755346
55.6,1068,3,2,1,0,0,61540,3733,6,733104
54.3,3036,6,3,2,0,0,78999,1553,7,1022794
71.1,2257,5,3,2,0,0,49807,7563,5,734508
39.8,3537,8,5,3,0,0,62337,820,7,1135783
16.9,1943,5,3,2,0,1,58521,1623,6,964237
81.4,2449,6,4,2,0,0,80796,923,8,1205175
55.0,1663,3,2,1,0,0,58622,796,8,875657
51.8,3196,7,4,2,0,1,44784,1829,5,1360083
29.1,3043,7,4,3,0,0,52034,2045,5,1209029
19.4,1475,4,1,1,0,0,96635,987,8,1007248
23.2,4849,9,5,3,0,1,43201,1078,6,1338006
18.3,2326,4,2,1,0,0,71992,4269,7,990590
32.5,1247,3,2,1,0,0,47859,1200,7,886966
14.5,2655,7,4,3,1,1,83915,2193,7,1181921
25.3,4037,8,5,2,0,1,47842,1357,5,1500000
32.2,1707,3,2,1,0,0,61963,444,6,847707
73.7,823,2,1,1,0,0,48086,3082,8,642739
68.4,1417,4,2,1,0,0,56343,1369,7,673739
20.4,3512,8,5,3,0,0,97066,1229,6,1120248
33.8,1311,2,1,1,0,0,40000,1666,6,712762
47.3,3007,8,5,3,0,1,66842,5286,3,946706
38.8,2802,6,3,2,0,1,40000,997,6,1280723
7.3,4181,9,5,3,0,1,40000,981,5,1500000
50.6,1842,5,3,2,0,1,61566,2308,6,843320
30.9,1645,4,2,2,0,0,44139,1835,6,1010013
33.3,938,2,1,1,0,0,77331,2166,7,489716
38.8,1250,4,2,2,0,0,40000,518,5,488689
18.4,1545,4,2,1,0,0,40000,580,5,588468
27.6,1763,5,3,2,0,0,73697,1668,8,908691
14.5,3235,8,5,3,0,0,88162,6905,6,1294474
14.6,2077,5,3,2,0,0,58842,1916,7,1048918
90.8,2421,5,3,2,0,0,79972,1428,7,579813
64.4,683,2,1,1,0,0,85012,727,10,920140
27.3,2427,6,4,2,0,0,74596,1416,6,1065780
52.4,3454,8,5,3,0,0,63155,4067,6,837769
34.7,3311,8,5,3,0,0,55469,3192,7,1287056
67.3,2138,5,3,2,0,1,72498,1748,6,624701
72.3,1460,4,2,1,0,0,49581,3924,4,975051
80.1,2894,6,4,2,0,1,44268,1349,7,1045152
68.3,1683,5,3,2,0,1,100404,4281,8,544752
28.7,2533,8,5,3,0,1,83426,668,7,812417
41.5,1856,4,3,1,0,0,40000,1123,5,854855
28.7,1971,5,3,2,0,0,91630,1335,8,954155
40.6,1301,2,1,1,0,1,58943,1109,6,607112
45.4,4725,9,5,3,0,1,74203,1790,5,1495521
19.9,2525,6,3,2,0,0,53171,3131,7,1098304
72.5,1258,5,3,2,0,1,104466,2091,9,631441
30.9,1741,6,3,3,0,1,58592,935,7,813398
34.8,1155,3,1,1,0,1,57569,409,7,717119
51.8,1409,4,2,2,0,0,55267,767,6,735542
60.0,2149,5,3,1,0,0,81686,791,7,644353
20.6,1896,3,2,1,0,0,61816,3698,6,1036729
27.3,2623,7,4,2,0,1,64979,5889,5,721891
13.2,1498,5,3,2,0,1,45826,1901,5,916257
17.4,1830,4,2,1,0,0,46158,2305,5,783391
7.7,2491,5,3,2,0,0,98528,2047,9,902166
10.6,1762,5,3,2,0,0,74152,992,8,929236
36.2,1906,4,2,1,0,1,79502,1666,9,1045526
20.1,4002,8,5,3,0,0,71441,1719,6,1500000
42.8,1471,4,2,1,0,0,40000,2733,6,902484
33.5,3024,8,5,3,0,1,49031,1467,8,1307672
10.2,1396,4,2,2,0,1,66509,2161,6,896700
33.4,1531,5,3,2,0,0,56746,1723,7,603796
16.2,1288,4,2,2,0,0,68448,2834,5,757076
30.8,3445,8,5,3,0,0,53581,1580,6,1119642
50.1,1909,4,2,2,0,0,41414,5498,3,786638
70.2,1439,3,1,1,0,0,50057,774,6,730409
67.5,1566,5,2,1,0,0,46638,1559,5,657161
34.0,2275,5,3,2,0,0,40000,924,4,931741
22.7,2735,6,4,2,0,0,52250,1219,8,943452
68.8,2209,5,3,2,1,1,82249,765,8,1062785
42.8,3060,8,5,3,0,1,58362,1608,7,954474
25.2,1524,4,2,1,0,1,114544,2324,10,1024088
25.4,3585,8,5,3,0,1,51329,1280,6,1336841
22.8,2717,8,5,3,0,0,54312,1029,6,922390
83.1,1952,5,3,2,0,0,45508,2259,5,950356
45.7,2651,7,4,3,0,1,59693,1155,7,743701
28.2,2654,7,4,2,0,1,65635,1499,6,1138912
39.5,2624,5,2,2,0,1,193019,1686,10,1383263
35.6,3328,7,4,3,0,0,90472,3971,6,1106434
26.6,2100,5,3,2,0,0,65955,2929,7,710241
53.1,1639,7,4,3,0,0,52750,2322,7,1015136
31.3,2384,5,3,2,0,1,41163,671,7,871073
38.7,2700,6,4,2,0,0,40000,3768,5,991662
35.9,1548,5,3,2,0,0,51885,1032,5,712022
59.7,2963,6,4,2,0,1,64657,2300,6,1223614
33.3,3716,8,4,3,0,1,80073,1438,8,1332527
45.7,2509,6,4,2,0,0,42507,3173,6,538698
57.2,1649,5,3,2,0,0,139861,451,10,786808
68.8,1970,4,2,1,0,1,50827,2141,6,864832
35.1,2431,6,4,2,0,0,40000,1348,6,916988
53.3,1708,5,3,2,0,0,45142,1665,6,841045
17.8,2351,6,4,2,0,0,69830,2165,7,1144398
28.5,1741,5,2,1,0,1,96375,3106,10,1310559
37.5,1765,4,2,1,0,0,66998,1581,7,801106
40.0,1249,3,2,1,0,0,82125,1828,5,709173
34.0,2553,6,3,2,0,0,57152,1920,6,1199381
63.6,3332,8,5,3,0,1,55112,2230,7,1092111
73.4,3151,7,4,3,0,1,79213,3578,7,1287648
51.4,777,4,2,2,0,0,64988,8099,4,691630
40.1,3565,8,5,3,0,0,44078,3211,5,1423252
17.7,1648,5,2,1,0,1,87713,571,9,1174560
46.6,2595,8,5,3,0,0,156803,1559,10,1289052
57.6,1248,3,2,1,0,0,55640,1421,6,867994
33.0,2309,5,3,2,0,0,80965,2753,6,1151772
57.3,2478,6,3,2,0,0,51174,1725,7,814969
54.9,1628,3,2,1,0,0,76737,1646,8,556709
21.6,1704,4,2,1,0,1,48753,1892,5,1239164
29.2,1596,4,2,1,0,0,51410,922,7,956806
46.0,2328,6,4,2,0,1,59546,641,6,1128570
71.0,1232,3,2,1,0,0,40000,418,5,695864
57.7,2701,7,4,3,0,0,40000,5409,3,940504
24.5,2235,5,3,2,0,0,62683,1505,6,1155966
46.7,4993,10,5,3,1,1,66628,1385,7,1500000
68.1,2972,8,5,3,0,0,96002,1677,8,1460176
59.1,1494,4,2,2,0,1,53247,1819,5,1015747
77.5,1887,5,3,2,0,1,79894,1996,6,870431
24.0,1848,5,3,2,0,0,58178,1525,7,891359
19.0,2443,5,3,2,0,0,79723,1471,7,1042870
40.3,2291,5,3,2,0,0,84341,3520,6,954318
32.2,2128,5,3,2,0,0,51523,774,6,1148972
